"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010565","regulation of ketone metabolic process","17/655","149/18860",0.114093959731544,3.28520928326246,5.31196558988803,1.70115115139544e-05,0.000381057857912578,0.000268364055321891,"ACADL/CAV1/FGFR4/ACACB/NME1/FMO2/PDK4/CES1/KAT2B/FABP5/BMP2/PGK1/CEACAM1/EDN1/DKK3/GDF15/EGR1",17
"GO:0001906","cell killing","25/655","281/18860",0.0889679715302491,2.5617342642145,5.00303763635209,1.74997778418159e-05,0.000390260532401559,0.00027484513685423,"AGER/FCN3/EMP2/DNASE1L3/GAPDH/PIK3R1/HLA-E/CLU/HPRT1/C7/IL7R/F2RL1/CXCL13/CEACAM1/CADM1/CXCL3/CXCL12/SFN/TYROBP/CX3CR1/IGHG1/CXCL2/CFB/CD55/CXCL14",25
"GO:0034599","cellular response to oxidative stress","24/655","264/18860",0.0909090909090909,2.617626648161,5.02059426898527,1.79901316337249e-05,0.000399428473277417,0.000281301756869559,"CD36/CAT/KLF2/FBLN5/KLF4/ATP2A2/ECT2/SLC1A1/CDK1/NET1/KAT2B/AQP1/ALOX5/EDN1/NQO1/EZH2/GPR37/CDKN2A/SLC7A11/EDNRA/NR4A2/FOS/IL6/LCN2",24
"GO:0001701","in utero embryonic development","33/655","429/18860",0.0769230769230769,2.21491485613623,4.82819362022394,1.83446125182319e-05,0.000405512487245126,0.000285586488510978,"FOXF1/EPAS1/TIE1/HEG1/KLF2/TMEM100/GATA2/GATA6/ANGPT1/TBX3/KLF4/TGFBR2/ST14/MYH10/RRM2/FGFR2/CCNB1/CCNB2/COL3A1/CDKN1C/NEK2/PTCH1/KRT8/ADCY9/GINS1/GPI/HEY1/BMP2/ELF3/EDN1/KRT19/MAFF/EDNRA",33
"GO:0120161","regulation of cold-induced thermogenesis","17/655","151/18860",0.112582781456954,3.24169657752389,5.24595611924651,2.02734691466226e-05,0.000446193382091606,0.000314236442024414,"CD36/FABP4/ACADL/EPAS1/CAV1/LEPR/QKI/ADRB2/TRPV2/ZNF423/NPR3/LAMA4/FABP5/LGR4/ALDH1A1/ID1/LCN2",17
"GO:0010595","positive regulation of endothelial cell migration","16/655","136/18860",0.117647058823529,3.38751683879659,5.30030937594392,2.03774062966359e-05,0.000446530990152368,0.000314474206097282,"TEK/TGFBR3/SASH1/JCAD/SEMA5A/GATA2/ANGPT1/GREM1/PLPP3/RRAS/AKT3/GPI/ANXA3/EDN1/SRPX2/LCN2",16
"GO:1901654","response to ketone","22/655","232/18860",0.0948275862068965,2.73045538299553,5.03043941220608,2.08161910343395e-05,0.000454171440749226,0.000319855074813365,"SPP1/TGFBR3/CAV1/SLIT2/TBX2/GHR/GAS6/KLF9/STK39/SRD5A1/PTGER4/CLDN4/DSG2/AQP1/GPI/FOSB/EDN1/POSTN/DUSP1/FBP1/TNC/FOS",22
"GO:0051216","cartilage development","21/655","216/18860",0.0972222222222222,2.79940627650551,5.04511648617839,2.19638336051425e-05,0.000477145350732407,0.000336034695628587,"HOXA5/SULF1/ZBTB16/GHR/TGFBR2/MDK/GREM1/HYAL1/COL11A1/HYAL2/TIMP1/EFEMP1/COL1A1/COL3A1/OGN/BMP2/EDN1/COMP/CHI3L1/ADGRG6/CCN2",21
"GO:0002921","negative regulation of humoral immune response","6/655","18/18860",0.333333333333333,9.59796437659033,6.92234169596779,2.22681248191182e-05,0.00048125156532902,0.000338926540996127,"A2M/VSIG4/CLU/SERPING1/C4BPA/CD55",6
"GO:0007052","mitotic spindle organization","16/655","137/18860",0.116788321167883,3.3627904385134,5.26480643089805,2.23438226759902e-05,0.00048125156532902,0.000338926540996127,"TACC1/RCC1/EML1/CDC20/CCNB1/TPX2/NEK2/BIRC5/KIF2A/DLGAP5/KIF4A/AURKA/PRC1/KIF11/TTK/NDC80",16
"GO:0000280","nuclear division","34/655","453/18860",0.0750551876379691,2.16113105168259,4.74486076503506,2.28444950969296e-05,0.000489941511866065,0.000345046528406928,"RGCC/CAV2/RCC1/TOP2A/ZWINT/CDC20/CCNB1/NUSAP1/CENPF/CCNB2/CDK1/TPX2/ASPM/CDKN1C/MAD2L1/NEK2/KAT2B/BIRC5/KIF2A/RPS6KA2/BUB1B/UBE2C/DLGAP5/KIF4A/AURKA/PRC1/UBE2S/KIF11/BUB1/TTK/EDN1/DUSP1/NDC80/TRIP13",34
"GO:0044703","multi-organism reproductive process","21/655","217/18860",0.0967741935483871,2.78650578675203,5.02066255681328,2.35424875578064e-05,0.000500650368317907,0.000352588354629905,"SPP1/CLIC5/EMP2/THBD/RECK/FBLN1/TPPP3/H3-3B/TIMP1/CLDN4/SLC2A1/DSG2/MMP9/FOSB/PTN/EDN1/MAFF/SCGB1A1/HPGD/FOS/IGFBP2",21
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","21/655","217/18860",0.0967741935483871,2.78650578675203,5.02066255681328,2.35424875578064e-05,0.000500650368317907,0.000352588354629905,"TEK/PECAM1/CAT/SEMA5A/RAMP3/TMEM100/ENG/ANGPT1/GAS6/FERMT2/TPBG/IL33/FGR/HBEGF/DCN/F2RL1/NTRK2/PROS1/GDF15/CX3CR1/CHI3L1",21
"GO:0035904","aorta development","11/655","69/18860",0.159420289855072,4.59033078880407,5.66720210848368,2.37872513382428e-05,0.000503730028339259,0.000354757238003338,"TBX2/ENG/TGFBR2/SMAD6/MYH10/SOX4/MYLK/COL3A1/EFNB2/HEY1/EDNRA",11
"GO:0034614","cellular response to reactive oxygen species","17/655","153/18860",0.111111111111111,3.19932145886344,5.18104056458821,2.40807690142954e-05,0.000507812032770079,0.00035763203310374,"CD36/CAT/KLF2/FBLN5/KLF4/ECT2/CDK1/NET1/AQP1/EDN1/NQO1/EZH2/GPR37/CDKN2A/FOS/IL6/LCN2",17
"GO:0150115","cell-substrate junction organization","14/655","109/18860",0.128440366972477,3.69829820015407,5.35889952380181,2.46924513588831e-05,0.000518541478536544,0.000365188359570849,"FAM107A/TEK/GPM6B/ARHGAP6/TNS1/MACF1/DLC1/LIMCH1/GREM1/FERMT2/PIK3R1/SORBS1/DST/SLK",14
"GO:0062012","regulation of small molecule metabolic process","29/655","360/18860",0.0805555555555556,2.319508057676,4.79470698257728,2.52374422133382e-05,0.000527787173258193,0.000371699738560281,"AGTR1/ACADL/CAV1/FGFR4/ACACB/LEPR/NME1/FMO2/QKI/ENO1/PID1/SORBS1/PDK4/LDLR/IGFBP3/CES1/KAT2B/FABP5/BMP2/PGK1/CEACAM1/EDN1/ABCG1/PMAIP1/DKK3/FBP1/GDF15/SLC7A11/EGR1",29
"GO:0060317","cardiac epithelial to mesenchymal transition","8/655","36/18860",0.222222222222222,6.39864291772689,6.14985016586488,2.59188718702133e-05,0.000539797992668904,0.000380158486065068,"TGFBR3/EMP2/TMEM100/ENG/TBX3/TGFBR2/HEY1/BMP2",8
"GO:0106106","cold-induced thermogenesis","17/655","154/18860",0.11038961038961,3.1785466441955,5.14898227672529,2.62127719970126e-05,0.000543672308086187,0.00038288701396546,"CD36/FABP4/ACADL/EPAS1/CAV1/LEPR/QKI/ADRB2/TRPV2/ZNF423/NPR3/LAMA4/FABP5/LGR4/ALDH1A1/ID1/LCN2",17
"GO:0006939","smooth muscle contraction","14/655","110/18860",0.127272727272727,3.6646773074254,5.31648959960439,2.74061369237466e-05,0.00056609397580198,0.000398677712281595,"EDNRB/CAV1/TBX2/DOCK4/TBX3/SULF1/ADRB2/MYH11/MYLK/CNN1/EDN1/COMP/NMU/EDNRA",14
"GO:0061448","connective tissue development","26/655","307/18860",0.0846905537459283,2.43857075366139,4.82034342763645,2.81460734241465e-05,0.000579004939011013,0.000407770395644347,"CD34/LPL/HOXA5/SULF1/ZBTB16/GHR/TGFBR2/MDK/ID4/GREM1/HYAL1/COL11A1/HYAL2/TIMP1/EFEMP1/COL1A1/COL3A1/OGN/BMP2/EDN1/COL5A1/COMP/CHI3L1/ADGRG6/EGR1/CCN2",26
"GO:0016064","immunoglobulin mediated immune response","20/655","203/18860",0.0985221674876847,2.83683676155379,4.99093960313361,2.82884471287409e-05,0.000579568185076642,0.000408167067685555,"HLA-E/CLU/C7/HSPD1/C4BPA/IGHA1/IGHD/IGHG1/IGHG3/IGHV4-31/IGHV3-48/IGHV3-21/IGHV3-23/IGHV1-69/IGHV1-69-2/IGKC/IGHA2/CD55/IGLL5/C1QB",20
"GO:0042180","ketone metabolic process","22/655","237/18860",0.0928270042194093,2.67285083905047,4.91576607980355,2.89379766728538e-05,0.000588094364641868,0.000414171720462068,"EDNRB/ACADL/CAV1/FGFR4/ACACB/NME1/FMO2/PDK4/HSD17B6/SRD5A1/CES1/KAT2B/FABP5/BMP2/PGK1/CEACAM1/EDN1/DKK3/NQO1/GDF15/CYP2B6/EGR1",22
"GO:0097529","myeloid leukocyte migration","22/655","237/18860",0.0928270042194093,2.67285083905047,4.91576607980355,2.89379766728538e-05,0.000588094364641868,0.000414171720462068,"EDNRB/AGER/PECAM1/VEGFD/SLIT2/EMP2/MIF/MDK/GREM1/SFTPD/PIK3R1/PLA2G1B/PTGER4/C5AR1/CXCL13/CXCL3/CXCL12/EDN1/PERP/DUSP1/CX3CR1/IL6",22
"GO:0002698","negative regulation of immune effector process","16/655","140/18860",0.114285714285714,3.2907306434024,5.16023832266615,2.92903085120876e-05,0.000592864075907315,0.000417530840425954,"FOXF1/ANGPT1/A2M/IL33/HLA-E/HLX/VSIG4/CLU/SERPING1/IL7R/ACP5/CEACAM1/C4BPA/IRAK3/CX3CR1/CD55",16
"GO:2001251","negative regulation of chromosome organization","13/655","97/18860",0.134020618556701,3.85897536790745,5.35463386197298,3.03120437251866e-05,0.000609738600311267,0.000429414903978611,"H3-3B/ZWINT/CDC20/CCNB1/CENPF/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",13
"GO:0001935","endothelial cell proliferation","20/655","204/18860",0.0980392156862745,2.82293069899716,4.96547288306341,3.03659501345492e-05,0.000609738600311267,0.000429414903978611,"TEK/AGTR1/CAV1/JCAD/MMRN2/TIE1/RGCC/SEMA5A/CAV2/CD34/ENG/GATA2/SULF1/MDK/AKT3/ZEB2/ALOX5/COL4A3/CXCL12/NR4A1",20
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","31/655","402/18860",0.0771144278606965,2.22042459458433,4.69154942034763,3.11982796750488e-05,0.000623965593500976,0.000439434415473118,"AGER/EMP2/IL33/HLA-E/HLX/CLU/HPRT1/C7/IL7R/HSPD1/CXCL13/CEACAM1/C4BPA/IL1RL1/IGHA1/IGHD/IGHG1/IGHG3/IGHV4-31/IGHV3-48/IGHV3-21/IGHV3-23/IGHV1-69/IGHV1-69-2/IGKC/IGHA2/CD55/IGLL5/C1QB/PLA2G4A/IL6",31
"GO:0003151","outflow tract morphogenesis","12/655","84/18860",0.142857142857143,4.113413304253,5.42449758598166,3.19434741264957e-05,0.000626311897608309,0.000441086825132669,"TGFBR3/CLDN5/TBX2/ENG/GATA6/TBX3/TGFBR2/SMAD6/FGFR2/EDN1/FOLR1/EDNRA",12
"GO:0014823","response to activity","12/655","84/18860",0.142857142857143,4.113413304253,5.42449758598166,3.19434741264957e-05,0.000626311897608309,0.000441086825132669,"CAT/KL/CAPN3/SRD5A1/CDK1/RBP4/SLC7A5/EDN1/POSTN/GCLC/FOS/IL6",12
"GO:0035810","positive regulation of urine volume","5/655","12/18860",0.416666666666667,11.9974554707379,7.2282778345168,3.21671053565083e-05,0.000626311897608309,0.000441086825132669,"EDNRB/NPR1/HYAL2/NPR3/EDN1",5
"GO:0071635","negative regulation of transforming growth factor beta production","5/655","12/18860",0.416666666666667,11.9974554707379,7.2282778345168,3.21671053565083e-05,0.000626311897608309,0.000441086825132669,"GATA6/FBLN1/CD24/LAPTM4B/TYROBP",5
"GO:2001214","positive regulation of vasculogenesis","5/655","12/18860",0.416666666666667,11.9974554707379,7.2282778345168,3.21671053565083e-05,0.000626311897608309,0.000441086825132669,"RAMP2/TMEM100/CD34/RRAS/CEACAM1",5
"GO:0006584","catecholamine metabolic process","10/655","59/18860",0.169491525423729,4.88032086945271,5.66223394799583,3.21854725159826e-05,0.000626311897608309,0.000441086825132669,"NPR1/EPAS1/KL/MAOA/HPRT1/SLC1A1/ALDH2/GPR37/EDNRA/NR4A2",10
"GO:0009712","catechol-containing compound metabolic process","10/655","59/18860",0.169491525423729,4.88032086945271,5.66223394799583,3.21854725159826e-05,0.000626311897608309,0.000441086825132669,"NPR1/EPAS1/KL/MAOA/HPRT1/SLC1A1/ALDH2/GPR37/EDNRA/NR4A2",10
"GO:0009410","response to xenobiotic stimulus","33/655","443/18860",0.0744920993227991,2.14491754691296,4.62542101331487,3.49073680251904e-05,0.000674602364561526,0.000475095900856614,"KCNK3/ACACB/CAT/FMO2/GATA6/BCHE/TGFBR2/MDK/GAS6/C1orf115/ABCA3/ABCC3/CCNB1/SLC1A1/ALDH2/COL1A1/CENPF/CDH1/SRD5A1/SLC6A4/PTCH1/RBP4/FOSB/EDN1/NQO1/FBP1/SCGB1A1/GCLC/CYP2B6/MMP7/FOS/IGFBP2/LCN2",33
"GO:0019724","B cell mediated immunity","20/655","206/18860",0.0970873786407767,2.79552360483214,4.9149984084307,3.49347653076505e-05,0.000674602364561526,0.000475095900856614,"HLA-E/CLU/C7/HSPD1/C4BPA/IGHA1/IGHD/IGHG1/IGHG3/IGHV4-31/IGHV3-48/IGHV3-21/IGHV3-23/IGHV1-69/IGHV1-69-2/IGKC/IGHA2/CD55/IGLL5/C1QB",20
"GO:0001818","negative regulation of cytokine production","31/655","405/18860",0.0765432098765432,2.20397700499482,4.64593701509172,3.59444256722239e-05,0.000691450020564918,0.000486961042051985,"AGER/RGCC/KLF2/CD34/LRRC32/QKI/ARRB1/GATA6/ANGPT1/KLF4/GAS6/SFTPD/FBLN1/IL33/TNFRSF21/VSIG4/PTGER4/LGR4/CD24/ACP5/ZFP36/F2RL1/CEACAM1/LAPTM4B/EZH2/IRAK3/TYROBP/SCGB1A1/CX3CR1/IL1RL1/IL6",31
"GO:0072010","glomerular epithelium development","7/655","28/18860",0.25,7.19847328244275,6.22587167753356,3.69478611687601e-05,0.000708050267264452,0.000498651942609802,"EDNRB/PECAM1/CD34/PODXL/CD24/EDN1/EDNRA",7
"GO:0007044","cell-substrate junction assembly","13/655","99/18860",0.131313131313131,3.78101626956589,5.26232629983584,3.77573798404676e-05,0.000720822706045291,0.000507647068668488,"FAM107A/TEK/GPM6B/ARHGAP6/TNS1/MACF1/DLC1/LIMCH1/GREM1/FERMT2/SORBS1/DST/SLK",13
"GO:0010717","regulation of epithelial to mesenchymal transition","15/655","128/18860",0.1171875,3.37428435114504,5.11246418938092,3.84539897810519e-05,0.000728601911640983,0.000513125657070467,"TNXB/RGCC/EMP2/ENG/QKI/TGFBR2/MDK/GREM1/FERMT2/COL1A1/DSG2/WWTR1/BMP2/EZH2/IL6",15
"GO:0030278","regulation of ossification","15/655","128/18860",0.1171875,3.37428435114504,5.11246418938092,3.84539897810519e-05,0.000728601911640983,0.000513125657070467,"S1PR1/GPM6B/KL/ADRB2/ZBTB16/MDK/GREM1/SMAD6/GDF10/TFAP2A/ALOX5/BMP2/PTN/COMP/ADGRG6",15
"GO:0035909","aorta morphogenesis","8/655","38/18860",0.210526315789474,6.06187223784652,5.92454130570614,3.93971089700481e-05,0.000743675764827874,0.000523741578738427,"TBX2/ENG/TGFBR2/SOX4/MYLK/COL3A1/EFNB2/HEY1",8
"GO:0051960","regulation of nervous system development","34/655","466/18860",0.0729613733905579,2.10084198800904,4.56419816289937,4.05389527461448e-05,0.000762374335226006,0.000536910246111548,"JAM2/SPP1/LRRN3/SLIT2/SEMA5A/MACF1/QKI/GATA2/TRPV2/MDK/SEMA3G/ID4/THBS2/TPBG/TNFRSF21/LDLR/CDH1/WASF3/ASPM/MME/CRABP2/ZEB2/HEY1/MYRF/BMP2/FLRT3/SLC7A5/PTN/NTRK2/CXCL12/EZH2/SRPX2/CX3CR1/IL6",34
"GO:0072577","endothelial cell apoptotic process","11/655","73/18860",0.150684931506849,4.33880581407508,5.42136330748712,4.09312964515669e-05,0.000766891204891812,0.000540091299685712,"CDH5/TEK/RAMP2/RGCC/SEMA5A/GATA2/ANGPT1/GAS6/NDNF/COL4A3/ID1",11
"GO:0050890","cognition","27/655","333/18860",0.0810810810810811,2.33463998349495,4.66088444728262,4.2578227792891e-05,0.000791860767808749,0.000557676380336487,"FAM107A/AGER/CLDN5/BCHE/MDK/TPBG/SLC1A1/SOBP/LDLR/ITGA8/RCAN1/SLC6A4/FEN1/C5AR1/KAT2B/MME/NEDD9/GPI/NRGN/MEIS2/CAMK2N1/PTN/NTRK2/SLC7A11/TMPRSS11E/FOS/LCN2",27
"GO:0060070","canonical Wnt signaling pathway","27/655","333/18860",0.0810810810810811,2.33463998349495,4.66088444728262,4.2578227792891e-05,0.000791860767808749,0.000557676380336487,"EDNRB/CAV1/SEMA5A/KLF4/SOSTDC1/MDK/GREM1/RECK/TPBG/SOX4/GPC3/FGFR2/COL1A1/CDH3/ASPM/LGR4/ZEB2/WWTR1/BMP2/EDN1/DKK3/FOLR1/EDNRA/EGR1/SCEL/NR4A2/IGFBP2",27
"GO:0045216","cell-cell junction organization","21/655","226/18860",0.0929203539823009,2.67553874214686,4.80662550676412,4.30365557784197e-05,0.00079744206295307,0.000561607066891761,"CDH5/PECAM1/RAMP2/CLDN5/CAV1/SVEP1/LIMS2/CLDN18/HEG1/FERMT2/INAVA/ECT2/CDH1/CDH3/CLDN4/DSG2/CLDN3/EFNB2/F2RL1/PERP/DSP",21
"GO:0043116","negative regulation of vascular permeability","6/655","20/18860",0.3,8.6381679389313,6.48258753964311,4.38110339734037e-05,0.000808819088739761,0.000569619458485897,"RAMP2/CLDN5/SLIT2/ANGPT1/FERMT2/CEACAM1",6
"GO:1901991","negative regulation of mitotic cell cycle phase transition","19/655","193/18860",0.0984455958549223,2.83463196614326,4.85931425025668,4.50211014225715e-05,0.000828125369232702,0.000583216112166389,"FAM107A/FHL1/RGCC/KLF4/KANK2/ZWINT/CDC20/CCNB1/CENPF/CDK1/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/EZH2/NDC80/TRIP13",19
"GO:0014855","striated muscle cell proliferation","12/655","87/18860",0.137931034482759,3.97157146617531,5.26942957158082,4.56103871324283e-05,0.000835914004172504,0.000588701341284395,"TGFBR3/TBX2/CAV2/GATA6/ANGPT1/MYH10/FGFR2/CCNB1/CDK1/RBP4/NDC80/FOS",12
"GO:0044706","multi-multicellular organism process","21/655","227/18860",0.092511013215859,2.66375222786428,4.78348950285116,4.59142915594219e-05,0.000838434889345965,0.000590476701519338,"SPP1/CLIC5/EMP2/THBD/RECK/FBLN1/TPPP3/H3-3B/TIMP1/CLDN4/SLC2A1/DSG2/MMP9/FOSB/PTN/EDN1/MAFF/SCGB1A1/HPGD/FOS/IGFBP2",21
"GO:0007015","actin filament organization","34/655","469/18860",0.0724946695095949,2.08740376633734,4.52333987138625,4.60870383444973e-05,0.000838551166990131,0.000590558591288789,"FAM107A/S1PR1/SLIT2/ARHGAP6/PALM2AKAP2/RGCC/SEMA5A/SPTBN1/EMP2/DIAPH2/KANK3/ARRB1/DLC1/KANK2/LIMCH1/SYNPO/LMOD1/FERMT2/GMFG/PIK3R1/SORBS1/PLA2G1B/CYRIA/NEBL/WASF3/MARCKSL1/MYL9/PTGER4/NEDD9/CNN1/ZEB2/F2RL1/CXCL12/CCN2",34
"GO:0097305","response to alcohol","24/655","280/18860",0.0857142857142857,2.4680479825518,4.69441035362034,4.67946044891082e-05,0.000848362613759371,0.000597468407183918,"TGFBR3/CLDN5/SLIT2/CLDN18/CAT/CDO1/GHR/TGFBR2/FGFR2/KLF9/CDH1/STK39/CDK1/PTGER4/CES1/CLDN3/PTCH1/RBP4/FOSB/FBP1/GABBR1/HPGD/TNC/FOS",24
"GO:0002920","regulation of humoral immune response","9/655","50/18860",0.18,5.18290076335878,5.6176257695946,4.87035748887167e-05,0.000873854127316701,0.000615421077132814,"GATA6/A2M/PGC/VSIG4/CLU/SERPING1/CXCL13/C4BPA/CD55",9
"GO:0035850","epithelial cell differentiation involved in kidney development","9/655","50/18860",0.18,5.18290076335878,5.6176257695946,4.87035748887167e-05,0.000873854127316701,0.000615421077132814,"EDNRB/CD34/GREM1/PODXL/CD24/WWTR1/MMP9/EDN1/EDNRA",9
"GO:0042325","regulation of phosphorylation","32/655","431/18860",0.074245939675174,2.13782965232638,4.5326233960861,4.87208352730145e-05,0.000873854127316701,0.000615421077132814,"LDB2/RASIP1/SASH1/ADARB1/SLIT2/HEG1/EMP2/MIF/ARRB1/ANGPT1/LIMCH1/GAS6/FBLN1/FGR/ECT2/IGFBP3/TPX2/CDKN1C/NEDD9/CDKN3/GPRC5A/MMP9/BMP2/CEACAM1/DUSP1/SFN/EZH2/SRPX2/CDKN2A/CHI3L1/EEF1A2/IL6",32
"GO:0030038","contractile actin filament bundle assembly","14/655","116/18860",0.120689655172414,3.4751250329034,5.07200459108992,4.98879767947762e-05,0.000887014779028172,0.000624689606282998,"S1PR1/ARHGAP6/RGCC/ARRB1/DLC1/LIMCH1/SYNPO/FERMT2/PIK3R1/SORBS1/MYL9/PTGER4/ZEB2/CCN2",14
"GO:0043149","stress fiber assembly","14/655","116/18860",0.120689655172414,3.4751250329034,5.07200459108992,4.98879767947762e-05,0.000887014779028172,0.000624689606282998,"S1PR1/ARHGAP6/RGCC/ARRB1/DLC1/LIMCH1/SYNPO/FERMT2/PIK3R1/SORBS1/MYL9/PTGER4/ZEB2/CCN2",14
"GO:0003229","ventricular cardiac muscle tissue development","10/655","62/18860",0.161290322580645,4.64417631125339,5.45160073512538,5.0158573814093e-05,0.000887014779028172,0.000624689606282998,"TGFBR3/TNNC1/HEG1/ENG/TBX3/COL11A1/FGFR2/DSG2/DSP/EDNRA",10
"GO:0055008","cardiac muscle tissue morphogenesis","10/655","62/18860",0.161290322580645,4.64417631125339,5.45160073512538,5.0158573814093e-05,0.000887014779028172,0.000624689606282998,"TGFBR3/S1PR1/TNNC1/HEG1/ENG/COL11A1/FGFR2/BMP2/DSP/EDNRA",10
"GO:0036302","atrioventricular canal development","5/655","13/18860",0.384615384615385,11.0745742806812,6.89226397724652,5.07784606897539e-05,0.000894837209357901,0.000630198636164336,"TBX2/ENG/GATA6/TBX3/BMP2",5
"GO:0060560","developmental growth involved in morphogenesis","22/655","246/18860",0.0894308943089431,2.57506361323155,4.7166150890506,5.09827962510734e-05,0.000895307641482265,0.000630529942998788,"SPP1/S1PR1/SLIT2/TBX2/SEMA5A/MACF1/TGFBR2/TRPV2/SEMA3G/NEDD4L/FGFR2/CDH1/NRN1/CRABP2/ZEB2/AURKA/FLRT3/CXCL12/EDN1/POSTN/EDNRA/TNC",22
"GO:0046849","bone remodeling","12/655","88/18860",0.136363636363636,3.9264399722415,5.21927670638131,5.1171235767847e-05,0.000895496625937322,0.000630663037314254,"SPP1/S1PR1/CLDN18/LEPR/ADRB2/MDK/GREM1/PDK4/LGR4/ACP5/PTN/IL6",12
"GO:0002042","cell migration involved in sprouting angiogenesis","13/655","102/18860",0.127450980392157,3.6698099086963,5.12828082666726,5.19057798660709e-05,0.000905208064100337,0.000637502421083195,"CDH5/STARD13/TGFBR3/JCAD/SLIT2/MMRN2/GATA2/KLF4/GREM1/AKT3/EFNB2/SRPX2/NR4A1",13
"GO:0001823","mesonephros development","13/655","103/18860",0.12621359223301,3.63418068628178,5.0847209403087,5.75498179367513e-05,0.000993325624661735,0.000699560151704129,"TCF21/SLIT2/CAT/ZBTB16/GREM1/SMAD6/GPC3/FGFR2/EPCAM/PTCH1/AGTR2/LGR4/BMP2",13
"GO:0046620","regulation of organ growth","13/655","103/18860",0.12621359223301,3.63418068628178,5.0847209403087,5.75498179367513e-05,0.000993325624661735,0.000699560151704129,"TGFBR3/ACACB/TBX2/GATA6/WWC2/CACNA2D2/HLX/FGFR2/CCNB1/SLC6A4/CDK1/RBP4/EDN1",13
"GO:0060419","heart growth","13/655","103/18860",0.12621359223301,3.63418068628178,5.0847209403087,5.75498179367513e-05,0.000993325624661735,0.000699560151704129,"TGFBR3/S1PR1/ACACB/TBX2/HEG1/GATA6/MEIS1/MYH10/FGFR2/CCNB1/CDK1/RBP4/EDN1",13
"GO:0007565","female pregnancy","19/655","197/18860",0.0964467005076142,2.77707598713527,4.75590337070404,5.95703459713805e-05,0.00101698030678567,0.000716219213550808,"SPP1/CLIC5/EMP2/THBD/RECK/FBLN1/TPPP3/H3-3B/TIMP1/CLDN4/SLC2A1/DSG2/MMP9/FOSB/PTN/SCGB1A1/HPGD/FOS/IGFBP2",19
"GO:0090594","inflammatory response to wounding","7/655","30/18860",0.233333333333333,6.71857506361323,5.94576762774428,5.98010904679082e-05,0.00101698030678567,0.000716219213550808,"AGER/MDK/IL33/TIMP1/DSG2/ALOX5/IL6",7
"GO:0150116","regulation of cell-substrate junction organization","11/655","76/18860",0.144736842105263,4.16753716351949,5.24830558346579,5.99560615618224e-05,0.00101698030678567,0.000716219213550808,"FAM107A/TEK/GPM6B/ARHGAP6/MACF1/DLC1/LIMCH1/GREM1/FERMT2/PIK3R1/SLK",11
"GO:1903036","positive regulation of response to wounding","11/655","76/18860",0.144736842105263,4.16753716351949,5.24830558346579,5.99560615618224e-05,0.00101698030678567,0.000716219213550808,"CD36/DUOX1/THBD/MDK/FERMT2/HBEGF/MYLK/CLDN4/CLDN3/PLAU/PTN",11
"GO:0003231","cardiac ventricle development","15/655","133/18860",0.112781954887218,3.24743155598921,4.93358742331736,6.02138572440553e-05,0.00101698030678567,0.000716219213550808,"FOXF1/TGFBR3/SLIT2/TNNC1/HEG1/ENG/TBX3/TGFBR2/SMAD6/COL11A1/SOX4/FGFR2/HEY1/DSP/EDNRA",15
"GO:0010811","positive regulation of cell-substrate adhesion","15/655","133/18860",0.112781954887218,3.24743155598921,4.93358742331736,6.02138572440553e-05,0.00101698030678567,0.000716219213550808,"CD36/TEK/FOXF1/SPOCK2/LIMS2/EMP2/MDK/PLPP3/FERMT2/FBLN1/RRAS/NDNF/NEDD9/ECM2/AGR2",15
"GO:0002444","myeloid leukocyte mediated immunity","14/655","118/18860",0.11864406779661,3.4162246086169,4.99407406255078,6.03327602636735e-05,0.00101698030678567,0.000716219213550808,"FOXF1/GATA2/DNASE1L3/PTGDS/PLA2G1B/HLA-E/FGR/F2RL1/ANXA3/TYROBP/NR4A3/CX3CR1/IGHG1/IL6",14
"GO:0070372","regulation of ERK1 and ERK2 cascade","25/655","303/18860",0.0825082508250825,2.37573375658176,4.57916679361505,6.11720827228339e-05,0.00102769098974361,0.000723762326110161,"CD36/AGER/TEK/FGFR4/RAMP3/MIF/ARRB1/ANGPT1/KLF4/GAS6/FERMT2/FBLN1/TPBG/MARCO/RRAS/FGFR2/SEMA6A/C5AR1/BMP2/F2RL1/CEACAM1/DUSP1/CHI3L1/ATF3/CCN2",25
"GO:0001936","regulation of endothelial cell proliferation","18/655","181/18860",0.0994475138121547,2.86348108472861,4.77828559630258,6.21145235754045e-05,0.00104005713893701,0.000732471318399244,"TEK/AGTR1/CAV1/JCAD/MMRN2/TIE1/RGCC/SEMA5A/CAV2/ENG/GATA2/SULF1/MDK/AKT3/ALOX5/COL4A3/CXCL12/NR4A1",18
"GO:0030195","negative regulation of blood coagulation","9/655","52/18860",0.173076923076923,4.98355842630652,5.4561486464766,6.7229409933297e-05,0.00112197425848946,0.000790162322394833,"THBD/ANGPT1/CPB2/FAP/SERPING1/PLAU/PROS1/CEACAM1/EDN1",9
